sample,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29
0,-2.0532644048889352,3.1717205805219604,-1.3940920546205362,-0.09869124482904792,-3.2443039041384014,-1.0178002694095962,2.6051099959963837,0.20942176207676194,-0.6265539417709369,-2.505796372231517,0.4174047313331829,-0.3668104570479735,4.894085871634761,-0.1656909738352168,-1.7706534545436567,1.062721407441965,-0.7467967347223526,-0.7896535349629973,0.5471404410375736,-1.0871074058385568,3.4385517677320045,0.5602543398851316,-4.35929019430733,1.9885393138342322,-0.35649519305531424,1.8774775263970875,-2.0251066818683063,0.4873936347590111,2.7481556444013693,-1.2435591136491713
1,-1.2494305655440308,-1.157332101403437,0.7595858015684988,-1.4023421744115665,0.10331731901686726,-0.5625121645568838,-0.21099616602857255,-0.33294723344259997,0.45387576099550037,-1.2887493339897287,1.1980498297106053,-1.6690681356499275,1.1300955021328354,1.159065275851011,1.8291924723779753,2.4459709885928604,-2.7184751287474445,-0.42536666026458597,0.21880142969740368,0.30715145108973346,0.1443855421956635,0.23140038238008184,0.35528686229543915,0.603551619296041,1.4311226430057382,-1.1422161415907708,-0.4584884585799185,1.4682244516611076,0.5789424356021456,1.6348717437168967
2,-2.4759159977033662,1.6738624026060362,-0.3587012313321159,0.8907196433431331,4.2870154973424155,2.2996974388689218,-0.16900562616671233,-1.173446196302342,1.407906004031021,-4.60197682629654,-0.43014690410635564,0.6358722857071758,-4.388910671402284,0.6422370941943752,3.047503694854363,0.030977880168975683,-0.16666227742490328,1.7422069114914094,-2.8768860186029004,0.9226974383797808,-3.0540653443258496,-3.0542258030712435,3.855861215112053,-0.4084629635477228,-0.1094802583804278,-3.6441581025699,-1.8982883038764615,-1.948015778853577,-1.0603924811782677,-0.5331137981325423
3,-0.9828770045754112,-0.34780964810557147,-0.3821361172213276,-1.1119305001147304,-3.746282841307515,-2.5619889194143437,2.1352717076934407,0.13228470221131178,-0.6367799512274948,-0.6006077141915287,-1.4921375997426176,-1.1059999701219998,2.535409622382251,2.547378041015373,-0.4806110421952719,0.042660856677455415,-1.8315402065300166,-0.9031170870663834,-0.21237637283342845,1.0716162325148126,2.754439834464349,0.8411567749585546,-4.864826345531964,0.6993581264143944,0.6543199898310138,0.8499268692768192,-1.1682596021494638,3.1506406131150246,0.9407467024958678,-1.7692696314211414
4,1.0412505850565368,0.1400877963554813,1.171985923246796,-0.39906430393048054,-2.8290012839154492,-1.2398807797368243,-3.0130486061825352,2.7402672295862254,-1.2836491588080148,2.8258903677204414,1.986574394802211,0.5263072429949367,2.4984538740930047,-2.222859949047406,-2.228304303806776,1.1469720689661713,0.28040890735045265,0.8706316038030028,2.6921790535696313,1.3142384763280166,4.0439594661094365,3.5292497585762517,-0.8385685690595864,0.6579346222055147,-0.5412816786083674,2.3366080304047387,-1.4693019053912357,0.23327398109134959,2.2299406900056256,2.6491841341263633
5,-0.9726407830617613,0.18879006876432736,-1.2693113519795796,0.1671825817662458,1.0784222182243477,-0.18447469190835708,2.7928466868649715,-0.9795011420799643,1.4693899755898026,1.7810680523975186,1.2360505529648076,-2.0524255238552866,2.775470326231531,-1.6793954923164662,0.4250588465781064,0.08199800154233329,-0.4712129986664144,-1.9120751899085888,1.1219881266844849,-3.2829959367296535,0.35436509789662785,0.6588540233668044,0.8781468843305901,0.6147129078991035,-1.7011066124286889,-0.12517421666385484,-1.208900278068176,1.067132888405897,2.0953586581426795,-0.5822452443319219
6,-2.836694364980371,2.256457679137263,1.2104732324646905,3.1601133073595467,0.4919110797615055,-0.7884779638437581,1.1611174110448885,4.803495614454155,1.3780647269486332,-0.995072941732033,2.1598326255106657,0.7386432564728415,2.663583855575442,-3.5788268326057526,1.2948884396972393,-0.3266088049765881,3.005400991678933,-0.45479799084254036,2.332071040705786,-0.49475506514052936,0.7587324409799939,-0.7460096092103292,1.5972634306327809,1.0485365231747497,-1.1364779561417326,0.22466969576809787,-3.145934314071706,-0.6878966317292229,2.5919301040867992,-0.7110827715074511
7,-1.2317106223501133,-1.337607708263702,-0.25252134710589413,2.4848664051294955,-2.8904071282243207,-1.2366119259110975,-2.049813452326312,2.1151088027249605,-2.768168540981968,-2.9601538424835803,0.3381849860318977,1.599701506618185,-0.8490554362730175,-0.1753666728104538,-1.7281732368767226,-0.1781273990486203,3.48958184760201,1.4131553020752736,-0.9029321794645901,1.4578822264939195,0.06484808935197689,1.0353142285322505,-0.8227332166568913,0.4303058646776406,1.7097234269559685,0.07354382151561445,1.1783621980882808,-4.230238877559077,0.47814755408381826,-2.9108378956980703
8,-3.4834393199135176,-0.35907483205114576,-0.2870783565711945,-0.35719261173742817,0.4331072390447004,-1.8670766933080563,2.688839565330062,-0.45632388113912753,2.9425187408675657,-1.8997062784650252,1.642339907925337,-2.7057074438109807,2.801929914663752,1.2100345500424257,1.6444082086182585,3.040674124101509,-3.332192210735532,-1.376297870289698,0.6509061514847576,0.3648059075571996,0.9848457948055814,0.9646145547385023,-1.4296913740916855,0.8994220484134157,-0.3699980609256377,-1.0737648473548411,-3.7522204315662018,2.815961688261061,3.1152691670160206,-0.7756911728940332
9,-0.13555695761212974,-0.3902371312858889,-0.9375617741649057,-0.5487162075363335,-0.34230489995658714,-0.7368051032646143,-0.15334868340317362,-0.9934799124877925,1.028790272083624,2.2135073274357855,1.7775689735431068,-1.4109198912673437,2.1539273128403957,-1.1815848825444755,-1.7982797833462643,1.6866947109732717,-1.3747727410743291,-0.4164512176443121,1.488805866776468,-0.44379342715062525,2.2032642891639904,3.184702548919869,-0.8123079683149551,0.40099223219579977,-1.8984416873580228,0.9377678178141566,-2.059357188760294,0.6167781952909904,2.969682265259969,0.5724682329743809
